,id,Name,Team,Pos,Pos Rk,FF Pt,G,P Att,Comp,P Yds,P TD,INT,Sk,Carry,Ru Yds,Ru TD,Targ,Rec,Re Yd,Re TD,Car%,Targ%,SCK,FR,TD,PA,YA
157,RB118,Patrick Ricard,BLT,RB,118,18.0,17.0,,,,,,,5.0,20.0,0.0,10.0,8.0,52.0,0.0,1%,2%,,,,,
158,RB119,Andrew Beck,HST,RB,119,17.0,17.0,,,,,,,0.0,0.0,0.0,11.0,8.0,64.0,0.0,0%,2%,,,,,
159,RB120,Jordan Mason,SF,RB,120,16.0,13.0,,,,,,,14.0,60.0,0.0,5.0,4.0,26.0,0.0,3%,1%,,,,,
160,WR1,Justin Jefferson,MIN,WR,1,322.0,15.0,,,,,,,4.0,23.0,0.0,164.0,116.0,1498.0,9.0,1%,27%,,,,,
161,WR2,Ja'Marr Chase,CIN,WR,2,313.0,15.0,,,,,,,4.0,21.0,0.0,153.0,102.0,1454.0,11.0,1%,25%,,,,,
162,WR3,Cooper Kupp,LAR,WR,3,311.0,15.0,,,,,,,11.0,67.0,0.0,163.0,122.0,1432.0,6.0,3%,26%,,,,,
163,WR4,Tyreek Hill,MIA,WR,4,294.0,15.0,,,,,,,8.0,49.0,1.0,154.0,104.0,1346.0,8.0,2%,26%,,,,,
164,WR5,Davante Adams,LV,WR,5,288.0,15.0,,,,,,,2.0,12.0,0.0,154.0,96.0,1479.0,7.0,1%,26%,,,,,
165,WR6,Stefon Diggs,BUF,WR,6,264.0,15.0,,,,,,,0.0,0.0,0.0,143.0,98.0,1206.0,8.0,0%,24%,,,,,
166,WR7,CeeDee Lamb,DAL,WR,7,264.0,15.0,,,,,,,10.0,59.0,0.0,140.0,97.0,1211.0,6.0,2%,25%,,,,,
167,WR8,Garrett Wilson,NYJ,WR,8,251.0,15.0,,,,,,,4.0,24.0,0.0,135.0,83.0,1133.0,9.0,1%,24%,,,,,
168,WR9,Amon-Ra St. Brown,DET,WR,9,243.0,15.0,,,,,,,9.0,64.0,1.0,132.0,95.0,1045.0,6.0,2%,23%,,,,,
169,WR10,Jaylen Waddle,MIA,WR,10,231.0,15.0,,,,,,,4.0,25.0,0.0,124.0,83.0,1085.0,6.0,1%,21%,,,,,
170,WR11,Tee Higgins,CIN,WR,11,228.0,15.0,,,,,,,0.0,0.0,0.0,122.0,81.0,1048.0,7.0,0%,20%,,,,,
171,WR12,DK Metcalf,SEA,WR,12,228.0,15.0,,,,,,,0.0,0.0,0.0,123.0,78.0,1017.0,8.0,0%,22%,,,,,
172,WR13,A.J. Brown,PHI,WR,13,228.0,15.0,,,,,,,0.0,0.0,0.0,121.0,74.0,1128.0,7.0,0%,24%,,,,,
173,WR14,DeVonta Smith,PHI,WR,14,219.0,15.0,,,,,,,0.0,0.0,0.0,121.0,79.0,1013.0,7.0,0%,24%,,,,,
174,WR15,Keenan Allen,LAC,WR,15,216.0,15.0,,,,,,,0.0,0.0,0.0,125.0,88.0,923.0,6.0,0%,20%,,,,,
175,WR16,Deebo Samuel,SF,WR,16,215.0,14.0,,,,,,,44.0,247.0,2.0,96.0,61.0,874.0,5.0,9%,19%,,,,,
176,WR17,Chris Olave,NO,WR,17,211.0,15.0,,,,,,,0.0,0.0,0.0,120.0,73.0,1073.0,5.0,0%,22%,,,,,
177,WR18,Christian Watson,GB,WR,18,209.0,15.0,,,,,,,9.0,59.0,0.0,110.0,67.0,983.0,6.0,2%,20%,,,,,
178,WR19,Amari Cooper,CLV,WR,19,208.0,15.0,,,,,,,0.0,0.0,0.0,110.0,71.0,965.0,7.0,0%,22%,,,,,
179,WR20,Jerry Jeudy,DEN,WR,20,208.0,15.0,,,,,,,2.0,14.0,0.0,110.0,69.0,1042.0,6.0,1%,21%,,,,,
180,WR21,Mike Evans,TB,WR,21,205.0,15.0,,,,,,,0.0,0.0,0.0,125.0,72.0,1038.0,5.0,0%,22%,,,,,
181,WR22,Diontae Johnson,PIT,WR,22,205.0,15.0,,,,,,,5.0,28.0,0.0,126.0,78.0,960.0,5.0,1%,23%,,,,,
182,WR23,DeAndre Hopkins,TEN,WR,23,205.0,15.0,,,,,,,0.0,0.0,0.0,124.0,85.0,976.0,4.0,0%,24%,,,,,
183,WR24,DJ Moore,CHI,WR,24,203.0,15.0,,,,,,,9.0,57.0,0.0,112.0,64.0,928.0,7.0,2%,23%,,,,,
184,WR25,Chris Godwin,TB,WR,25,203.0,14.0,,,,,,,4.0,24.0,0.0,125.0,88.0,966.0,3.0,1%,22%,,,,,
185,WR26,Calvin Ridley,JAX,WR,26,202.0,14.0,,,,,,,4.0,25.0,0.0,116.0,74.0,918.0,6.0,1%,20%,,,,,
186,WR27,Mike Williams,LAC,WR,27,201.0,15.0,,,,,,,0.0,0.0,0.0,106.0,68.0,931.0,7.0,0%,17%,,,,,
187,WR28,Terry McLaurin,WAS,WR,28,199.0,15.0,,,,,,,4.0,25.0,0.0,119.0,74.0,997.0,4.0,1%,21%,,,,,
188,WR29,Tyler Lockett,SEA,WR,29,197.0,15.0,,,,,,,0.0,0.0,0.0,111.0,81.0,876.0,5.0,0%,20%,,,,,
189,WR30,Marquise Brown,ARZ,WR,30,195.0,15.0,,,,,,,0.0,0.0,0.0,121.0,75.0,971.0,4.0,0%,21%,,,,,
190,WR31,Drake London,ATL,WR,31,194.0,15.0,,,,,,,0.0,0.0,0.0,118.0,75.0,909.0,5.0,0%,24%,,,,,
191,WR32,Brandin Cooks,DAL,WR,32,190.0,15.0,,,,,,,5.0,31.0,0.0,106.0,68.0,874.0,5.0,1%,19%,,,,,
192,WR33,Christian Kirk,JAX,WR,33,189.0,15.0,,,,,,,4.0,26.0,0.0,110.0,71.0,827.0,6.0,1%,19%,,,,,
193,WR34,Brandon Aiyuk,SF,WR,34,187.0,15.0,,,,,,,2.0,16.0,0.0,105.0,67.0,855.0,6.0,1%,21%,,,,,
194,WR35,Courtland Sutton,DEN,WR,35,185.0,15.0,,,,,,,0.0,0.0,0.0,105.0,63.0,866.0,6.0,0%,20%,,,,,
195,WR36,Michael Pittman Jr.,IND,WR,36,181.0,15.0,,,,,,,5.0,32.0,0.0,117.0,75.0,822.0,3.0,1%,24%,,,,,
196,WR37,George Pickens,PIT,WR,37,181.0,15.0,,,,,,,5.0,28.0,0.0,104.0,65.0,845.0,5.0,1%,19%,,,,,
197,WR38,Treylon Burks,TEN,WR,38,179.0,15.0,,,,,,,9.0,62.0,0.0,98.0,61.0,856.0,4.0,2%,19%,,,,,
198,WR39,Jakobi Meyers,LV,WR,39,174.0,15.0,,,,,,,2.0,13.0,0.0,101.0,69.0,807.0,4.0,1%,17%,,,,,
199,WR40,Michael A. Thomas,NO,WR,40,173.0,13.0,,,,,,,0.0,0.0,0.0,99.0,74.0,743.0,4.0,0%,18%,,,,,
200,WR41,Jahan Dotson,WAS,WR,41,173.0,15.0,,,,,,,0.0,0.0,0.0,107.0,63.0,863.0,4.0,0%,19%,,,,,
201,WR42,Jaxon Smith-Njigba,SEA,WR,42,171.0,15.0,,,,,,,0.0,0.0,0.0,94.0,60.0,776.0,6.0,0%,17%,,,,,
202,WR43,Skyy Moore,KC,WR,43,167.0,15.0,,,,,,,4.0,22.0,0.0,87.0,57.0,743.0,6.0,1%,14%,,,,,
203,WR44,Jordan Addison,MIN,WR,44,167.0,15.0,,,,,,,4.0,24.0,0.0,91.0,57.0,767.0,5.0,1%,15%,,,,,
204,WR45,JuJu Smith-Schuster,NE,WR,45,167.0,15.0,,,,,,,0.0,0.0,0.0,103.0,75.0,784.0,3.0,0%,18%,,,,,
205,WR46,Rondale Moore,ARZ,WR,46,166.0,15.0,,,,,,,12.0,61.0,0.0,97.0,70.0,737.0,3.0,3%,17%,,,,,
206,WR47,Gabriel Davis,BUF,WR,47,162.0,15.0,,,,,,,0.0,0.0,0.0,89.0,49.0,766.0,6.0,0%,15%,,,,,
207,WR48,Zay Flowers,BLT,WR,48,160.0,15.0,,,,,,,5.0,29.0,0.0,85.0,53.0,689.0,6.0,1%,17%,,,,,
208,WR49,Michael Gallup,DAL,WR,49,157.0,15.0,,,,,,,0.0,0.0,0.0,89.0,50.0,714.0,6.0,0%,16%,,,,,
209,WR50,Darnell Mooney,CHI,WR,50,157.0,15.0,,,,,,,2.0,14.0,0.0,88.0,55.0,698.0,5.0,1%,18%,,,,,
210,WR51,Quentin Johnston,LAC,WR,51,153.0,15.0,,,,,,,0.0,0.0,0.0,86.0,51.0,715.0,5.0,0%,14%,,,,,
211,WR52,DJ Chark,CAR,WR,52,153.0,14.0,,,,,,,0.0,0.0,0.0,92.0,52.0,792.0,4.0,0%,16%,,,,,
212,WR53,Odell Beckham Jr.,BLT,WR,53,151.0,13.0,,,,,,,2.0,16.0,0.0,86.0,53.0,697.0,4.0,1%,17%,,,,,
213,WR54,Tyler Boyd,CIN,WR,54,150.0,15.0,,,,,,,0.0,0.0,0.0,84.0,60.0,663.0,4.0,0%,14%,,,,,
214,WR55,Adam Thielen,CAR,WR,55,144.0,14.0,,,,,,,0.0,0.0,0.0,92.0,59.0,641.0,4.0,0%,16%,,,,,
215,WR56,Marquez Valdes-Scantling,KC,WR,56,144.0,15.0,,,,,,,0.0,0.0,0.0,74.0,40.0,728.0,5.0,0%,12%,,,,,
216,WR57,Elijah Moore,CLV,WR,57,141.0,15.0,,,,,,,5.0,28.0,0.0,80.0,48.0,668.0,4.0,1%,16%,,,,,
217,WR58,Hunter Renfrow,LV,WR,58,141.0,15.0,,,,,,,0.0,0.0,0.0,83.0,60.0,638.0,3.0,0%,14%,,,,,
218,WR59,K.J. Osborn,MIN,WR,59,140.0,15.0,,,,,,,4.0,23.0,0.0,79.0,52.0,623.0,4.0,1%,13%,,,,,
219,WR60,Allen Lazard,NYJ,WR,60,140.0,15.0,,,,,,,4.0,26.0,0.0,73.0,47.0,604.0,5.0,1%,13%,,,,,
220,WR61,Zay Jones,JAX,WR,61,139.0,15.0,,,,,,,2.0,12.0,0.0,81.0,53.0,569.0,5.0,1%,14%,,,,,
221,WR62,Nico Collins,HST,WR,62,139.0,15.0,,,,,,,0.0,0.0,0.0,89.0,50.0,681.0,4.0,0%,16%,,,,,
222,WR63,Curtis Samuel,WAS,WR,63,137.0,15.0,,,,,,,29.0,154.0,1.0,79.0,52.0,527.0,2.0,7%,14%,,,,,
223,WR64,Chase Claypool,CHI,WR,64,131.0,15.0,,,,,,,5.0,28.0,0.0,78.0,45.0,594.0,4.0,1%,16%,,,,,
224,WR65,Jayden Reed,GB,WR,65,129.0,15.0,,,,,,,4.0,27.0,0.0,77.0,48.0,588.0,3.0,1%,14%,,,,,
225,WR66,Romeo Doubs,GB,WR,66,127.0,15.0,,,,,,,0.0,0.0,0.0,82.0,50.0,619.0,3.0,0%,15%,,,,,
226,WR67,Van Jefferson,LAR,WR,67,125.0,15.0,,,,,,,0.0,0.0,0.0,75.0,43.0,639.0,3.0,0%,12%,,,,,
227,WR68,Rashod Bateman,BLT,WR,68,121.0,15.0,,,,,,,0.0,0.0,0.0,70.0,44.0,579.0,3.0,0%,14%,,,,,
228,WR69,Russell Gage,TB,WR,69,120.0,15.0,,,,,,,0.0,0.0,0.0,79.0,50.0,499.0,3.0,0%,14%,,,,,
229,WR70,Alec Pierce,IND,WR,70,119.0,15.0,,,,,,,0.0,0.0,0.0,83.0,45.0,597.0,3.0,0%,17%,,,,,
230,WR71,Jonathan Mingo,CAR,WR,71,118.0,15.0,,,,,,,0.0,0.0,0.0,73.0,45.0,567.0,3.0,0%,13%,,,,,
231,WR72,DeVante Parker,NE,WR,72,118.0,15.0,,,,,,,0.0,0.0,0.0,69.0,42.0,557.0,3.0,0%,12%,,,,,
232,WR73,Parris Campbell,NYG,WR,73,117.0,14.0,,,,,,,5.0,32.0,0.0,75.0,48.0,514.0,2.0,1%,13%,,,,,
233,WR74,Isaiah Hodgins,NYG,WR,74,117.0,15.0,,,,,,,0.0,0.0,0.0,69.0,48.0,471.0,4.0,0%,12%,,,,,
234,WR75,Donovan Peoples-Jones,CLV,WR,75,116.0,15.0,,,,,,,0.0,0.0,0.0,65.0,42.0,555.0,3.0,0%,13%,,,,,
235,WR76,Marvin Jones Jr.,DET,WR,76,114.0,15.0,,,,,,,0.0,0.0,0.0,68.0,40.0,522.0,4.0,0%,12%,,,,,
236,WR77,John Metchie III,HST,WR,77,114.0,15.0,,,,,,,0.0,0.0,0.0,71.0,44.0,542.0,3.0,0%,13%,,,,,
237,WR78,Robert Woods,HST,WR,78,114.0,15.0,,,,,,,4.0,27.0,0.0,78.0,47.0,525.0,2.0,1%,14%,,,,,
238,WR79,Kadarius Toney,KC,WR,79,114.0,13.0,,,,,,,7.0,52.0,0.0,56.0,38.0,457.0,4.0,2%,9%,,,,,
239,WR80,Rashid Shaheed,NO,WR,80,114.0,15.0,,,,,,,5.0,30.0,0.0,59.0,40.0,509.0,3.0,1%,11%,,,,,
240,WR81,Mecole Hardman,NYJ,WR,81,114.0,15.0,,,,,,,13.0,84.0,1.0,50.0,36.0,438.0,3.0,3%,9%,,,,,
241,WR82,Michael Wilson,ARZ,WR,82,108.0,15.0,,,,,,,0.0,0.0,0.0,68.0,43.0,511.0,2.0,0%,12%,,,,,
242,WR83,Corey Davis,NYJ,WR,83,105.0,14.0,,,,,,,0.0,0.0,0.0,61.0,36.0,494.0,3.0,0%,11%,,,,,
243,WR84,Mack Hollins,ATL,WR,84,103.0,15.0,,,,,,,0.0,0.0,0.0,64.0,38.0,482.0,3.0,0%,13%,,,,,
244,WR85,Marvin Mims,DEN,WR,85,100.0,15.0,,,,,,,0.0,0.0,0.0,57.0,37.0,461.0,3.0,0%,11%,,,,,
245,WR86,Tutu Atwell,LAR,WR,86,100.0,15.0,,,,,,,7.0,43.0,0.0,56.0,32.0,479.0,2.0,2%,9%,,,,,
246,WR87,Jameson Williams,DET,WR,87,97.0,10.0,,,,,,,1.0,10.0,0.0,55.0,33.0,463.0,3.0,0%,10%,,,,,
247,WR88,Rashee Rice,KC,WR,88,94.0,15.0,,,,,,,0.0,0.0,0.0,49.0,32.0,403.0,4.0,0%,8%,,,,,
248,WR89,Kendrick Bourne,NE,WR,89,93.0,14.0,,,,,,,8.0,55.0,0.0,52.0,37.0,393.0,2.0,2%,9%,,,,,
249,WR90,Allen Robinson,PIT,WR,90,93.0,14.0,,,,,,,0.0,0.0,0.0,55.0,35.0,362.0,4.0,0%,10%,,,,,
250,WR91,Braxton Berrios,MIA,WR,91,90.0,15.0,,,,,,,0.0,0.0,0.0,52.0,34.0,378.0,3.0,0%,9%,,,,,
251,WR92,Tyquan Thornton,NE,WR,92,87.0,15.0,,,,,,,4.0,25.0,0.0,51.0,30.0,399.0,2.0,1%,9%,,,,,
252,WR93,Nathaniel Dell,HST,WR,93,87.0,15.0,,,,,,,0.0,0.0,0.0,55.0,34.0,409.0,2.0,0%,10%,,,,,
253,WR94,Wan'Dale Robinson,NYG,WR,94,84.0,12.0,,,,,,,3.0,19.0,0.0,51.0,34.0,367.0,2.0,1%,9%,,,,,
254,WR95,Darius Slayton,NYG,WR,95,83.0,15.0,,,,,,,0.0,0.0,0.0,51.0,29.0,408.0,2.0,0%,9%,,,,,
255,WR96,Terrace Marshall Jr.,CAR,WR,96,81.0,15.0,,,,,,,0.0,0.0,0.0,50.0,29.0,385.0,2.0,0%,9%,,,,,
256,WR97,Nick Westbrook-Ikhine,TEN,WR,97,75.0,15.0,,,,,,,0.0,0.0,0.0,46.0,26.0,370.0,2.0,0%,9%,,,,,
257,WR98,Jauan Jennings,SF,WR,98,72.0,15.0,,,,,,,0.0,0.0,0.0,45.0,27.0,327.0,2.0,0%,9%,,,,,
258,WR99,Josh Downs,IND,WR,99,70.0,15.0,,,,,,,0.0,0.0,0.0,44.0,26.0,316.0,2.0,0%,9%,,,,,
259,WR100,Josh Palmer,LAC,WR,100,69.0,15.0,,,,,,,0.0,0.0,0.0,43.0,28.0,298.0,2.0,0%,7%,,,,,
260,WR101,Jamal Agnew,JAX,WR,101,69.0,15.0,,,,,,,9.0,57.0,0.0,34.0,22.0,235.0,2.0,2%,6%,,,,,
261,WR102,Trent Sherfield,BUF,WR,102,68.0,15.0,,,,,,,0.0,0.0,0.0,41.0,23.0,313.0,2.0,0%,7%,,,,,
262,WR103,Quez Watkins,PHI,WR,103,68.0,15.0,,,,,,,0.0,0.0,0.0,39.0,25.0,309.0,2.0,0%,8%,,,,,
263,WR104,Josh Reynolds,DET,WR,104,66.0,15.0,,,,,,,0.0,0.0,0.0,36.0,23.0,284.0,2.0,0%,6%,,,,,
264,WR105,Sterling Shepard,NYG,WR,105,64.0,13.0,,,,,,,5.0,30.0,0.0,41.0,27.0,257.0,1.0,1%,7%,,,,,
265,WR106,Ben Skowronek,LAR,WR,106,63.0,15.0,,,,,,,0.0,0.0,0.0,43.0,26.0,319.0,1.0,0%,7%,,,,,
266,WR107,Deonte Harty,BUF,WR,107,63.0,15.0,,,,,,,4.0,24.0,0.0,35.0,24.0,273.0,1.0,1%,6%,,,,,
267,WR108,Kyle Philips,TEN,WR,108,59.0,15.0,,,,,,,0.0,0.0,0.0,36.0,23.0,274.0,1.0,0%,7%,,,,,
268,WR109,Greg Dortch,ARZ,WR,109,59.0,15.0,,,,,,,4.0,26.0,0.0,34.0,24.0,232.0,1.0,1%,6%,,,,,
269,WR110,Kalif Raymond,DET,WR,110,59.0,15.0,,,,,,,5.0,31.0,0.0,30.0,21.0,243.0,1.0,1%,5%,,,,,
270,WR111,Robbie Chosen,MIA,WR,111,57.0,15.0,,,,,,,0.0,0.0,0.0,35.0,19.0,271.0,2.0,0%,6%,,,,,
271,WR112,Demario Douglas,NE,WR,112,55.0,15.0,,,,,,,0.0,0.0,0.0,34.0,22.0,258.0,1.0,0%,6%,,,,,
272,WR113,Dontayvion Wicks,GB,WR,113,52.0,15.0,,,,,,,0.0,0.0,0.0,32.0,20.0,237.0,1.0,0%,6%,,,,,
273,WR114,Trenton Irwin,CIN,WR,114,52.0,15.0,,,,,,,0.0,0.0,0.0,30.0,18.0,229.0,2.0,0%,5%,,,,,
274,WR115,Khalil Shakir,BUF,WR,115,51.0,15.0,,,,,,,0.0,0.0,0.0,29.0,18.0,227.0,2.0,0%,5%,,,,,
275,WR116,Isaiah McKenzie,IND,WR,116,50.0,15.0,,,,,,,9.0,54.0,0.0,29.0,19.0,179.0,1.0,2%,6%,,,,,
276,WR117,Demarcus Robinson,LAR,WR,117,48.0,15.0,,,,,,,0.0,0.0,0.0,31.0,19.0,222.0,1.0,0%,5%,,,,,
277,WR118,Laviska Shenault Jr.,CAR,WR,118,45.0,15.0,,,,,,,13.0,76.0,0.0,22.0,15.0,165.0,1.0,3%,4%,,,,,
278,WR119,Justyn Ross,KC,WR,119,45.0,15.0,,,,,,,0.0,0.0,0.0,24.0,16.0,192.0,2.0,0%,4%,,,,,
279,WR120,Marquise Goodwin,CLV,WR,120,44.0,15.0,,,,,,,2.0,14.0,0.0,25.0,15.0,201.0,1.0,1%,5%,,,,,
280,WR121,Puka Nacua,LAR,WR,121,40.0,15.0,,,,,,,0.0,0.0,0.0,24.0,15.0,190.0,1.0,0%,4%,,,,,
281,WR122,Randall Cobb,NYJ,WR,122,40.0,15.0,,,,,,,0.0,0.0,0.0,22.0,16.0,163.0,1.0,0%,4%,,,,,
282,WR123,Marquez Callaway,DEN,WR,123,38.0,15.0,,,,,,,0.0,0.0,0.0,23.0,14.0,172.0,1.0,0%,4%,,,,,
283,WR124,Calvin Austin III,PIT,WR,124,38.0,15.0,,,,,,,0.0,0.0,0.0,21.0,14.0,158.0,1.0,0%,4%,,,,,
284,WR125,KhaDarel Hodge,ATL,WR,125,37.0,15.0,,,,,,,0.0,0.0,0.0,24.0,14.0,178.0,1.0,0%,5%,,,,,
285,WR126,Jalin Hyatt,NYG,WR,126,37.0,15.0,,,,,,,0.0,0.0,0.0,23.0,15.0,166.0,1.0,0%,4%,,,,,
286,WR127,Jalen Tolbert,DAL,WR,127,37.0,15.0,,,,,,,0.0,0.0,0.0,21.0,13.0,169.0,1.0,0%,4%,,,,,
287,WR128,Parker Washington,JAX,WR,128,37.0,15.0,,,,,,,0.0,0.0,0.0,22.0,14.0,159.0,1.0,0%,4%,,,,,
288,WR129,David Moore,TB,WR,129,36.0,15.0,,,,,,,0.0,0.0,0.0,22.0,13.0,172.0,1.0,0%,4%,,,,,
289,WR130,Zach Pascal,ARZ,WR,130,35.0,15.0,,,,,,,0.0,0.0,0.0,22.0,14.0,158.0,1.0,0%,4%,,,,,
290,WR131,Dyami Brown,WAS,WR,131,32.0,15.0,,,,,,,0.0,0.0,0.0,22.0,12.0,164.0,1.0,0%,4%,,,,,
291,WR132,Equanimeous St. Brown,CHI,WR,132,32.0,15.0,,,,,,,2.0,15.0,0.0,19.0,11.0,142.0,1.0,1%,4%,,,,,
292,WR133,Olamide Zaccheaus,PHI,WR,133,31.0,15.0,,,,,,,0.0,0.0,0.0,19.0,12.0,146.0,1.0,0%,4%,,,,,
293,WR134,Brandon Powell,MIN,WR,134,31.0,15.0,,,,,,,2.0,11.0,0.0,18.0,12.0,129.0,1.0,1%,3%,,,,,
294,WR135,Tre'Quan Smith,NO,WR,135,30.0,15.0,,,,,,,0.0,0.0,0.0,16.0,11.0,128.0,1.0,0%,3%,,,,,
295,WR136,Cedrick Wilson,MIA,WR,136,29.0,15.0,,,,,,,0.0,0.0,0.0,17.0,11.0,127.0,1.0,0%,3%,,,,,
296,WR137,Devin Duvernay,BLT,WR,137,27.0,15.0,,,,,,,7.0,48.0,0.0,10.0,7.0,67.0,1.0,2%,2%,,,,,
297,WR138,Cedric Tillman,CLV,WR,138,26.0,15.0,,,,,,,0.0,0.0,0.0,15.0,10.0,117.0,1.0,0%,3%,,,,,
298,WR139,Nelson Agholor,BLT,WR,139,25.0,15.0,,,,,,,0.0,0.0,0.0,15.0,9.0,116.0,1.0,0%,3%,,,,,
299,WR140,Kavontae Turpin,DAL,WR,140,25.0,15.0,,,,,,,5.0,30.0,0.0,11.0,7.0,82.0,1.0,1%,2%,,,,,
300,WR141,Samori Toure,GB,WR,141,25.0,15.0,,,,,,,0.0,0.0,0.0,16.0,10.0,115.0,1.0,0%,3%,,,,,
301,WR142,Gunner Olszewski,PIT,WR,142,23.0,15.0,,,,,,,9.0,53.0,0.0,10.0,6.0,75.0,0.0,2%,2%,,,,,
302,WR143,Velus Jones Jr.,CHI,WR,143,23.0,15.0,,,,,,,5.0,33.0,0.0,9.0,6.0,70.0,1.0,1%,2%,,,,,
303,WR144,Penny Hart,ATL,WR,144,22.0,15.0,,,,,,,0.0,0.0,0.0,14.0,9.0,103.0,0.0,0%,3%,,,,,
304,WR145,Justin Watson,KC,WR,145,22.0,15.0,,,,,,,0.0,0.0,0.0,12.0,7.0,98.0,1.0,0%,2%,,,,,
305,WR146,Dareke Young,SEA,WR,146,21.0,15.0,,,,,,,0.0,0.0,0.0,12.0,8.0,93.0,1.0,0%,2%,,,,,
306,WR147,Charlie Jones,CIN,WR,147,21.0,15.0,,,,,,,0.0,0.0,0.0,12.0,8.0,90.0,1.0,0%,2%,,,,,
307,WR148,James Washington,NO,WR,148,20.0,15.0,,,,,,,0.0,0.0,0.0,11.0,6.0,96.0,1.0,0%,2%,,,,,
308,WR149,D'Wayne Eskridge,SEA,WR,149,20.0,10.0,,,,,,,3.0,17.0,0.0,11.0,7.0,81.0,0.0,1%,2%,,,,,
309,WR150,Justin Shorter,BUF,WR,150,20.0,15.0,,,,,,,0.0,0.0,0.0,11.0,7.0,84.0,1.0,0%,2%,,,,,
310,WR151,Tre Tucker,LV,WR,151,19.0,15.0,,,,,,,0.0,0.0,0.0,11.0,7.0,90.0,1.0,0%,2%,,,,,
311,WR152,Kendall Hinton,DEN,WR,152,19.0,13.0,,,,,,,2.0,13.0,0.0,10.0,7.0,79.0,0.0,1%,2%,,,,,
312,WR153,Deven Thompkins,TB,WR,153,19.0,15.0,,,,,,,0.0,0.0,0.0,11.0,6.0,77.0,0.0,0%,2%,,,,,
313,WR154,Erik Ezukanma,MIA,WR,154,19.0,14.0,,,,,,,0.0,0.0,0.0,11.0,7.0,79.0,1.0,0%,2%,,,,,
314,WR155,Jalen Reagor,MIN,WR,155,18.0,15.0,,,,,,,2.0,12.0,0.0,9.0,5.0,69.0,0.0,1%,1%,,,,,
315,WR156,Phillip Dorsett,LV,WR,156,18.0,15.0,,,,,,,0.0,0.0,0.0,11.0,6.0,89.0,0.0,0%,2%,,,,,
316,WR157,Danny Gray,SF,WR,157,18.0,15.0,,,,,,,0.0,0.0,0.0,11.0,6.0,78.0,1.0,0%,2%,,,,,
317,WR158,Ray-Ray McCloud,SF,WR,158,17.0,11.0,,,,,,,4.0,29.0,0.0,8.0,5.0,50.0,0.0,1%,2%,,,,,
318,WR159,Tim Jones,JAX,WR,159,17.0,14.0,,,,,,,0.0,0.0,0.0,11.0,7.0,77.0,0.0,0%,2%,,,,,
