,id,Name,Team,Pos,Pos Rk,FF Pt,G,P Att,Comp,P Yds,P TD,INT,Sk,Carry,Ru Yds,Ru TD,Targ,Rec,Re Yd,Re TD,Car%,Targ%,SCK,FR,TD,PA,YA
319,WR160,Shi Smith,CAR,WR,160,17.0,15.0,,,,,,,0.0,0.0,0.0,11.0,6.0,77.0,0.0,0%,2%,,,,,
320,WR161,David Bell,CLV,WR,161,16.0,15.0,,,,,,,0.0,0.0,0.0,10.0,6.0,72.0,0.0,0%,2%,,,,,
321,WR162,Byron Pringle,WAS,WR,162,16.0,14.0,,,,,,,0.0,0.0,0.0,11.0,7.0,70.0,0.0,0%,2%,,,,,
322,WR163,Joseph Ngata,PHI,WR,163,16.0,14.0,,,,,,,0.0,0.0,0.0,9.0,6.0,68.0,0.0,0%,2%,,,,,
323,WR164,Jalen Guyton,LAC,WR,164,16.0,14.0,,,,,,,0.0,0.0,0.0,9.0,5.0,73.0,1.0,0%,1%,,,,,
324,WR165,Noah Brown,HST,WR,165,15.0,15.0,,,,,,,0.0,0.0,0.0,11.0,6.0,72.0,0.0,0%,2%,,,,,
325,WR166,Denzel Mims,DET,WR,166,15.0,15.0,,,,,,,0.0,0.0,0.0,9.0,5.0,77.0,0.0,0%,2%,,,,,
326,WR167,Montrell Washington,DEN,WR,167,15.0,15.0,,,,,,,4.0,27.0,0.0,5.0,3.0,39.0,0.0,1%,1%,,,,,
327,WR168,Scotty Miller,ATL,WR,168,14.0,15.0,,,,,,,0.0,0.0,0.0,9.0,6.0,67.0,0.0,0%,2%,,,,,
328,WR169,Ashton Dulin,IND,WR,169,14.0,14.0,,,,,,,0.0,0.0,0.0,9.0,5.0,63.0,0.0,0%,2%,,,,,
329,WR170,Chris Moore,TEN,WR,170,12.0,14.0,,,,,,,0.0,0.0,0.0,7.0,5.0,56.0,0.0,0%,1%,,,,,
330,WR171,Richie James,KC,WR,171,12.0,15.0,,,,,,,0.0,0.0,0.0,6.0,4.0,42.0,0.0,0%,1%,,,,,
331,WR172,DeAndre Carter,LV,WR,172,12.0,15.0,,,,,,,0.0,0.0,0.0,6.0,4.0,42.0,0.0,0%,1%,,,,,
332,WR173,Cade Johnson,SEA,WR,173,12.0,15.0,,,,,,,0.0,0.0,0.0,7.0,4.0,53.0,0.0,0%,1%,,,,,
333,WR174,Trent Taylor,CIN,WR,174,11.0,15.0,,,,,,,0.0,0.0,0.0,6.0,3.0,42.0,0.0,0%,1%,,,,,
334,WR175,Bryan Edwards,NO,WR,175,9.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,43.0,0.0,0%,1%,,,,,
335,WR176,Lance McCutcheon,LAR,WR,176,9.0,14.0,,,,,,,0.0,0.0,0.0,6.0,4.0,45.0,0.0,0%,1%,,,,,
336,WR177,Chris Conley,SF,WR,177,9.0,14.0,,,,,,,0.0,0.0,0.0,6.0,3.0,44.0,0.0,0%,1%,,,,,
337,WR178,Jalen Brooks,DAL,WR,178,9.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,40.0,0.0,0%,1%,,,,,
338,WR179,Dax Milne,WAS,WR,179,9.0,15.0,,,,,,,0.0,0.0,0.0,5.0,3.0,35.0,0.0,0%,1%,,,,,
339,WR180,Kayshon Boutte,NE,WR,180,9.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,39.0,0.0,0%,1%,,,,,
340,WR181,Miles Boykin,PIT,WR,181,8.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,37.0,0.0,0%,1%,,,,,
341,WR182,Grant DuBose,GB,WR,182,8.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,36.0,0.0,0%,1%,,,,,
342,WR183,Alex Erickson,NYJ,WR,183,8.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,38.0,0.0,0%,1%,,,,,
343,WR184,Xavier Hutchinson,HST,WR,184,8.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,36.0,0.0,0%,1%,,,,,
344,WR185,Andre Baccellia,ARZ,WR,185,8.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,37.0,0.0,0%,1%,,,,,
345,WR186,Tyler Scott,CHI,WR,186,8.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,33.0,0.0,0%,1%,,,,,
346,WR187,Derius Davis,LAC,WR,187,8.0,15.0,,,,,,,0.0,0.0,0.0,3.0,2.0,21.0,0.0,0%,0%,,,,,
347,WR188,James Proche,BLT,WR,188,7.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,33.0,0.0,0%,1%,,,,,
348,WR189,Breshad Perriman,IND,WR,189,7.0,14.0,,,,,,,0.0,0.0,0.0,5.0,2.0,38.0,0.0,0%,1%,,,,,
349,WR190,Frank Darby,ATL,WR,190,7.0,14.0,,,,,,,0.0,0.0,0.0,5.0,3.0,33.0,0.0,0%,1%,,,,,
350,WR191,Jalen Nailor,MIN,WR,191,5.0,14.0,,,,,,,0.0,0.0,0.0,3.0,2.0,22.0,0.0,0%,0%,,,,,
351,WR192,Brandon Johnson,DEN,WR,192,4.0,14.0,,,,,,,0.0,0.0,0.0,2.0,2.0,19.0,0.0,0%,0%,,,,,
352,WR193,Jakeem Grant,CLV,WR,193,4.0,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,,,,,
353,WR194,Racey McMath,TEN,WR,194,4.0,14.0,,,,,,,0.0,0.0,0.0,2.0,1.0,19.0,0.0,0%,0%,,,,,
354,WR195,Cody Thompson,SEA,WR,195,3.0,4.0,,,,,,,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0%,0%,,,,,
355,WR196,Trinity Benson,DET,WR,196,3.0,4.0,,,,,,,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0%,0%,,,,,
356,WR197,Steven Sims Jr.,HST,WR,197,2.0,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,,,,,
357,WR198,Britain Covey,PHI,WR,198,1.0,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,,,,,
358,TE1,Travis Kelce,KC,TE,1,278.0,15.0,,,,,,,4.0,15.0,0.0,136.0,101.0,1143.0,10.0,1%,22%,,,,,
359,TE2,Mark Andrews,BLT,TE,2,206.0,15.0,,,,,,,5.0,18.0,0.0,111.0,73.0,866.0,7.0,1%,22%,,,,,
360,TE3,T.J. Hockenson,MIN,TE,3,193.0,15.0,,,,,,,0.0,0.0,0.0,110.0,75.0,847.0,5.0,0%,18%,,,,,
361,TE4,Darren Waller,NYG,TE,4,186.0,15.0,,,,,,,0.0,0.0,0.0,101.0,67.0,813.0,6.0,0%,18%,,,,,
362,TE5,George Kittle,SF,TE,5,166.0,15.0,,,,,,,2.0,11.0,0.0,86.0,61.0,716.0,5.0,1%,17%,,,,,
363,TE6,Kyle Pitts,ATL,TE,6,161.0,15.0,,,,,,,0.0,0.0,0.0,93.0,55.0,820.0,4.0,0%,19%,,,,,
364,TE7,Evan Engram,JAX,TE,7,149.0,15.0,,,,,,,2.0,9.0,0.0,87.0,59.0,651.0,4.0,1%,15%,,,,,
365,TE8,Pat Freiermuth,PIT,TE,8,149.0,15.0,,,,,,,0.0,0.0,0.0,88.0,60.0,643.0,4.0,0%,16%,,,,,
366,TE9,Dallas Goedert,PHI,TE,9,148.0,14.0,,,,,,,0.0,0.0,0.0,81.0,62.0,638.0,4.0,0%,16%,,,,,
367,TE10,Tyler Higbee,LAR,TE,10,143.0,15.0,,,,,,,0.0,0.0,0.0,88.0,61.0,603.0,4.0,0%,14%,,,,,
368,TE11,David Njoku,CLV,TE,11,139.0,14.0,,,,,,,2.0,9.0,0.0,71.0,51.0,570.0,5.0,1%,14%,,,,,
369,TE12,Cole Kmet,CHI,TE,12,136.0,15.0,,,,,,,0.0,0.0,0.0,78.0,54.0,579.0,4.0,0%,16%,,,,,
370,TE13,Dalton Schultz,HST,TE,13,135.0,15.0,,,,,,,0.0,0.0,0.0,83.0,55.0,550.0,4.0,0%,15%,,,,,
371,TE14,Zach Ertz,ARZ,TE,14,131.0,14.0,,,,,,,0.0,0.0,0.0,79.0,52.0,509.0,5.0,0%,14%,,,,,
372,TE15,Gerald Everett,LAC,TE,15,121.0,15.0,,,,,,,0.0,0.0,0.0,69.0,47.0,512.0,4.0,0%,11%,,,,,
373,TE16,Dalton Kincaid,BUF,TE,16,121.0,15.0,,,,,,,0.0,0.0,0.0,68.0,46.0,495.0,4.0,0%,12%,,,,,
374,TE17,Chigoziem Okonkwo,TEN,TE,17,119.0,15.0,,,,,,,5.0,14.0,0.0,62.0,43.0,515.0,4.0,1%,12%,,,,,
375,TE18,Logan Thomas,WAS,TE,18,114.0,15.0,,,,,,,0.0,0.0,0.0,74.0,47.0,469.0,3.0,0%,13%,,,,,
376,TE19,Tyler Conklin,NYJ,TE,19,113.0,15.0,,,,,,,0.0,0.0,0.0,67.0,47.0,480.0,3.0,0%,12%,,,,,
377,TE20,Jelani Woods,IND,TE,20,111.0,15.0,,,,,,,0.0,0.0,0.0,63.0,40.0,481.0,4.0,0%,13%,,,,,
378,TE21,Sam LaPorta,DET,TE,21,111.0,15.0,,,,,,,0.0,0.0,0.0,62.0,42.0,471.0,4.0,0%,11%,,,,,
379,TE22,Greg Dulcich,DEN,TE,22,110.0,15.0,,,,,,,0.0,0.0,0.0,63.0,42.0,513.0,3.0,0%,12%,,,,,
380,TE23,Juwan Johnson,NO,TE,23,109.0,15.0,,,,,,,0.0,0.0,0.0,59.0,38.0,463.0,4.0,0%,11%,,,,,
381,TE24,Mike Gesicki,NE,TE,24,108.0,15.0,,,,,,,0.0,0.0,0.0,63.0,39.0,455.0,4.0,0%,11%,,,,,
382,TE25,Irv Smith Jr.,CIN,TE,25,107.0,15.0,,,,,,,0.0,0.0,0.0,61.0,44.0,397.0,4.0,0%,10%,,,,,
383,TE26,Hayden Hurst,CAR,TE,26,107.0,15.0,,,,,,,0.0,0.0,0.0,68.0,49.0,440.0,2.0,0%,12%,,,,,
384,TE27,Dawson Knox,BUF,TE,27,102.0,15.0,,,,,,,0.0,0.0,0.0,56.0,38.0,409.0,4.0,0%,9%,,,,,
385,TE28,Noah Fant,SEA,TE,28,102.0,15.0,,,,,,,0.0,0.0,0.0,56.0,41.0,405.0,3.0,0%,10%,,,,,
386,TE29,Cade Otton,TB,TE,29,101.0,15.0,,,,,,,0.0,0.0,0.0,62.0,39.0,441.0,3.0,0%,11%,,,,,
387,TE30,Hunter Henry,NE,TE,30,96.0,15.0,,,,,,,0.0,0.0,0.0,57.0,39.0,424.0,2.0,0%,10%,,,,,
388,TE31,Luke Musgrave,GB,TE,31,92.0,15.0,,,,,,,0.0,0.0,0.0,55.0,37.0,395.0,3.0,0%,10%,,,,,
389,TE32,Austin Hooper,LV,TE,32,89.0,15.0,,,,,,,0.0,0.0,0.0,54.0,36.0,368.0,3.0,0%,9%,,,,,
390,TE33,Michael Mayer,LV,TE,33,88.0,15.0,,,,,,,0.0,0.0,0.0,50.0,33.0,377.0,3.0,0%,8%,,,,,
391,TE34,Jake Ferguson,DAL,TE,34,81.0,15.0,,,,,,,0.0,0.0,0.0,45.0,33.0,332.0,3.0,0%,8%,,,,,
392,TE35,Taysom Hill,NO,TE,35,74.0,15.0,,,,,,,59.0,315.0,3.0,10.0,7.0,78.0,1.0,13%,2%,,,,,
393,TE36,Trey McBride,ARZ,TE,36,63.0,15.0,,,,,,,0.0,0.0,0.0,41.0,28.0,275.0,1.0,0%,7%,,,,,
394,TE37,Will Dissly,SEA,TE,37,61.0,15.0,,,,,,,0.0,0.0,0.0,34.0,27.0,238.0,2.0,0%,6%,,,,,
395,TE38,Isaiah Likely,BLT,TE,38,60.0,15.0,,,,,,,0.0,0.0,0.0,35.0,23.0,237.0,2.0,0%,7%,,,,,
396,TE39,Jonnu Smith,ATL,TE,39,59.0,15.0,,,,,,,0.0,0.0,0.0,34.0,24.0,261.0,2.0,0%,7%,,,,,
397,TE40,Noah Gray,KC,TE,40,57.0,15.0,,,,,,,0.0,0.0,0.0,31.0,22.0,223.0,2.0,0%,5%,,,,,
398,TE41,Foster Moreau,NO,TE,41,51.0,15.0,,,,,,,0.0,0.0,0.0,27.0,17.0,226.0,2.0,0%,5%,,,,,
399,TE42,Hunter Long,LAR,TE,42,51.0,15.0,,,,,,,0.0,0.0,0.0,31.0,20.0,218.0,1.0,0%,5%,,,,,
400,TE43,Luke Schoonmaker,DAL,TE,43,50.0,15.0,,,,,,,0.0,0.0,0.0,28.0,19.0,202.0,2.0,0%,5%,,,,,
401,TE44,Durham Smythe,MIA,TE,44,50.0,15.0,,,,,,,0.0,0.0,0.0,29.0,21.0,182.0,2.0,0%,5%,,,,,
402,TE45,Tommy Tremble,CAR,TE,45,48.0,15.0,,,,,,,0.0,0.0,0.0,28.0,17.0,193.0,2.0,0%,5%,,,,,
403,TE46,Teagan Quitoriano,HST,TE,46,47.0,15.0,,,,,,,0.0,0.0,0.0,27.0,17.0,204.0,2.0,0%,5%,,,,,
404,TE47,Donald Parham,LAC,TE,47,46.0,15.0,,,,,,,0.0,0.0,0.0,25.0,17.0,175.0,2.0,0%,4%,,,,,
405,TE48,Daniel Bellinger,NYG,TE,48,46.0,15.0,,,,,,,0.0,0.0,0.0,27.0,20.0,179.0,1.0,0%,5%,,,,,
406,TE49,Jody Fortson,KC,TE,49,46.0,15.0,,,,,,,0.0,0.0,0.0,24.0,16.0,172.0,2.0,0%,4%,,,,,
407,TE50,Ko Kieft,TB,TE,50,46.0,15.0,,,,,,,0.0,0.0,0.0,28.0,18.0,200.0,1.0,0%,5%,,,,,
408,TE51,Tucker Kraft,GB,TE,51,46.0,15.0,,,,,,,0.0,0.0,0.0,27.0,18.0,193.0,1.0,0%,5%,,,,,
409,TE52,Harrison Bryant,CLV,TE,52,45.0,15.0,,,,,,,0.0,0.0,0.0,25.0,18.0,172.0,2.0,0%,5%,,,,,
410,TE53,Mo Alie-Cox,IND,TE,53,43.0,15.0,,,,,,,0.0,0.0,0.0,24.0,15.0,178.0,2.0,0%,5%,,,,,
411,TE54,Josh Oliver,MIN,TE,54,42.0,15.0,,,,,,,0.0,0.0,0.0,24.0,16.0,174.0,1.0,0%,4%,,,,,
412,TE55,Connor Heyward,PIT,TE,55,41.0,15.0,,,,,,,5.0,15.0,0.0,21.0,15.0,156.0,1.0,1%,4%,,,,,
413,TE56,Brock Wright,DET,TE,56,41.0,15.0,,,,,,,0.0,0.0,0.0,22.0,15.0,168.0,1.0,0%,4%,,,,,
414,TE57,Eric Saubert,MIA,TE,57,40.0,15.0,,,,,,,0.0,0.0,0.0,23.0,15.0,157.0,2.0,0%,4%,,,,,
415,TE58,Brenton Strange,JAX,TE,58,39.0,15.0,,,,,,,0.0,0.0,0.0,23.0,15.0,159.0,1.0,0%,4%,,,,,
416,TE59,C.J. Uzomah,NYJ,TE,59,39.0,15.0,,,,,,,0.0,0.0,0.0,22.0,17.0,148.0,1.0,0%,4%,,,,,
417,TE60,Adam Trautman,DEN,TE,60,36.0,15.0,,,,,,,0.0,0.0,0.0,21.0,15.0,148.0,1.0,0%,4%,,,,,
418,TE61,Trevon Wesco,TEN,TE,61,35.0,15.0,,,,,,,0.0,0.0,0.0,21.0,13.0,149.0,1.0,0%,4%,,,,,
419,TE62,Ian Thomas,CAR,TE,62,33.0,15.0,,,,,,,0.0,0.0,0.0,23.0,14.0,156.0,1.0,0%,4%,,,,,
420,TE63,Peyton Hendershot,DAL,TE,63,30.0,15.0,,,,,,,0.0,0.0,0.0,17.0,11.0,119.0,1.0,0%,3%,,,,,
421,TE64,Robert Tonyan,CHI,TE,64,29.0,15.0,,,,,,,0.0,0.0,0.0,17.0,13.0,112.0,1.0,0%,3%,,,,,
422,TE65,Colby Parkinson,SEA,TE,65,29.0,15.0,,,,,,,0.0,0.0,0.0,16.0,11.0,117.0,1.0,0%,3%,,,,,
423,TE66,Jordan Akins,CLV,TE,66,28.0,15.0,,,,,,,0.0,0.0,0.0,15.0,10.0,118.0,1.0,0%,3%,,,,,
424,TE67,Josiah Deguara,GB,TE,67,26.0,15.0,,,,,,,0.0,0.0,0.0,16.0,11.0,112.0,1.0,0%,3%,,,,,
425,TE68,Kevin Rader,TEN,TE,68,26.0,15.0,,,,,,,0.0,0.0,0.0,15.0,10.0,110.0,1.0,0%,3%,,,,,
426,TE69,John Bates,WAS,TE,69,26.0,15.0,,,,,,,0.0,0.0,0.0,17.0,11.0,108.0,1.0,0%,3%,,,,,
427,TE70,Will Mallory,IND,TE,70,24.0,15.0,,,,,,,0.0,0.0,0.0,15.0,9.0,102.0,1.0,0%,3%,,,,,
428,TE71,Cameron Latu,SF,TE,71,21.0,15.0,,,,,,,0.0,0.0,0.0,12.0,8.0,87.0,1.0,0%,2%,,,,,
429,TE72,Tre' McKitty,LAC,TE,72,21.0,15.0,,,,,,,0.0,0.0,0.0,12.0,8.0,81.0,1.0,0%,2%,,,,,
430,TE73,Drew Sample,CIN,TE,73,21.0,15.0,,,,,,,0.0,0.0,0.0,12.0,9.0,79.0,1.0,0%,2%,,,,,
431,TE74,Tyler Kroft,MIA,TE,74,20.0,15.0,,,,,,,0.0,0.0,0.0,12.0,8.0,79.0,1.0,0%,2%,,,,,
432,TE75,Johnny Mundt,MIN,TE,75,20.0,15.0,,,,,,,0.0,0.0,0.0,12.0,9.0,81.0,1.0,0%,2%,,,,,
433,TE76,Brycen Hopkins,LAR,TE,76,20.0,15.0,,,,,,,0.0,0.0,0.0,12.0,8.0,87.0,1.0,0%,2%,,,,,
434,TE77,Darnell Washington,PIT,TE,77,19.0,15.0,,,,,,,0.0,0.0,0.0,11.0,7.0,78.0,1.0,0%,2%,,,,,
435,TE78,Chris Manhertz,DEN,TE,78,18.0,15.0,,,,,,,0.0,0.0,0.0,10.0,7.0,74.0,1.0,0%,2%,,,,,
436,TE79,Charlie Kolar,BLT,TE,79,18.0,15.0,,,,,,,0.0,0.0,0.0,10.0,7.0,69.0,1.0,0%,2%,,,,,
437,TE80,Dan Arnold,PHI,TE,80,17.0,15.0,,,,,,,0.0,0.0,0.0,10.0,7.0,76.0,1.0,0%,2%,,,,,
438,D/ST1,49ers,SF,D/ST,1,134.23,,,,,,13.0,,,,,,,,,,,44.0,9.0,2.0,321.0,5689.0
439,D/ST2,Steelers,PIT,D/ST,2,133.75,,,,,,14.0,,,,,,,,,,,44.0,9.0,2.0,328.0,5650.0
440,D/ST3,Bills,BUF,D/ST,3,125.05,,,,,,14.0,,,,,,,,,,,43.0,9.0,3.0,336.0,5759.0
441,D/ST4,Saints,NO,D/ST,4,132.93,,,,,,14.0,,,,,,,,,,,40.0,9.0,2.0,321.0,5621.0
442,D/ST5,Dolphins,MIA,D/ST,5,128.62,,,,,,13.0,,,,,,,,,,,43.0,9.0,2.0,329.0,5696.0
443,D/ST6,Cowboys,DAL,D/ST,6,125.29,,,,,,13.0,,,,,,,,,,,43.0,9.0,2.0,336.0,5705.0
444,D/ST7,Browns,CLV,D/ST,7,125.69,,,,,,14.0,,,,,,,,,,,44.0,9.0,3.0,351.0,5719.0
445,D/ST8,Jets,NYJ,D/ST,8,112.13,,,,,,13.0,,,,,,,,,,,42.0,9.0,3.0,353.0,5823.0
446,D/ST9,Patriots,NE,D/ST,9,106.6,,,,,,13.0,,,,,,,,,,,41.0,9.0,3.0,367.0,5812.0
447,D/ST10,Packers,GB,D/ST,10,111.95,,,,,,13.0,,,,,,,,,,,40.0,9.0,3.0,362.0,5759.0
448,D/ST11,Panthers,CAR,D/ST,11,110.76,,,,,,13.0,,,,,,,,,,,40.0,9.0,2.0,360.0,5803.0
449,D/ST12,Bengals,CIN,D/ST,12,105.08,,,,,,14.0,,,,,,,,,,,42.0,9.0,2.0,364.0,5889.0
450,D/ST13,Commanders,WAS,D/ST,13,103.03,,,,,,12.0,,,,,,,,,,,42.0,9.0,2.0,380.0,5788.0
451,D/ST14,Buccaneers,TB,D/ST,14,102.03,,,,,,13.0,,,,,,,,,,,39.0,9.0,2.0,366.0,5860.0
452,D/ST15,Ravens,BLT,D/ST,15,99.12,,,,,,14.0,,,,,,,,,,,42.0,9.0,3.0,373.0,5964.0
453,D/ST16,Eagles,PHI,D/ST,16,95.34,,,,,,14.0,,,,,,,,,,,45.0,9.0,2.0,376.0,5984.0
454,D/ST17,Titans,TEN,D/ST,17,100.54,,,,,,13.0,,,,,,,,,,,43.0,9.0,2.0,377.0,5868.0
455,D/ST18,Seahawks,SEA,D/ST,18,87.54,,,,,,13.0,,,,,,,,,,,43.0,9.0,2.0,378.0,6006.0
456,D/ST19,Falcons,ATL,D/ST,19,98.87,,,,,,13.0,,,,,,,,,,,41.0,9.0,3.0,375.0,5921.0
457,D/ST20,Chiefs,KC,D/ST,20,84.6,,,,,,14.0,,,,,,,,,,,45.0,9.0,2.0,395.0,6022.0
458,D/ST21,Broncos,DEN,D/ST,21,87.81,,,,,,13.0,,,,,,,,,,,40.0,9.0,2.0,382.0,5949.0
459,D/ST22,Texans,HST,D/ST,22,90.21,,,,,,13.0,,,,,,,,,,,40.0,9.0,3.0,381.0,5920.0
460,D/ST23,Jaguars,JAX,D/ST,23,87.62,,,,,,14.0,,,,,,,,,,,40.0,9.0,3.0,381.0,6001.0
461,D/ST24,Chargers,LAC,D/ST,24,79.22,,,,,,14.0,,,,,,,,,,,41.0,9.0,2.0,393.0,6138.0
462,D/ST25,Colts,IND,D/ST,25,87.06,,,,,,13.0,,,,,,,,,,,40.0,9.0,2.0,381.0,5965.0
463,D/ST26,Giants,NYG,D/ST,26,73.88,,,,,,14.0,,,,,,,,,,,40.0,9.0,2.0,400.0,6172.0
464,D/ST27,Lions,DET,D/ST,27,69.78,,,,,,15.0,,,,,,,,,,,41.0,9.0,2.0,415.0,6251.0
465,D/ST28,Vikings,MIN,D/ST,28,64.14,,,,,,13.0,,,,,,,,,,,38.0,9.0,3.0,418.0,6267.0
466,D/ST29,Bears,CHI,D/ST,29,64.69,,,,,,13.0,,,,,,,,,,,38.0,9.0,2.0,413.0,6250.0
467,D/ST30,Rams,LAR,D/ST,30,64.16,,,,,,12.0,,,,,,,,,,,40.0,9.0,2.0,448.0,6193.0
468,D/ST31,Cardinals,ARZ,D/ST,31,62.59,,,,,,13.0,,,,,,,,,,,38.0,8.0,2.0,438.0,6240.0
469,D/ST32,Raiders,LV,D/ST,32,53.71,,,,,,12.0,,,,,,,,,,,38.0,9.0,2.0,448.0,6297.0
470,K1,Justin Tucker,IDC,K,1,146.19,,,,,,,,,,,,,,,,,,,,,
471,K2,Daniel Carlson,IDC,K,2,140.46,,,,,,,,,,,,,,,,,,,,,
472,K3,Evan McPherson,IDC,K,3,143.54,,,,,,,,,,,,,,,,,,,,,
473,K4,Harrison Butker,IDC,K,4,142.17,,,,,,,,,,,,,,,,,,,,,
474,K5,Graham Gano,IDC,K,5,140.2,,,,,,,,,,,,,,,,,,,,,
475,K6,Jason Myers,IDC,K,6,138.24,,,,,,,,,,,,,,,,,,,,,
476,K7,Tyler Bass,IDC,K,7,139.11,,,,,,,,,,,,,,,,,,,,,
477,K8,Jake Elliott,IDC,K,8,142.38,,,,,,,,,,,,,,,,,,,,,
478,K9,Brett Maher,IDC,K,9,139.65,,,,,,,,,,,,,,,,,,,,,
479,K10,Matt Gay,IDC,K,10,133.46,,,,,,,,,,,,,,,,,,,,,
480,K11,Younghoe Koo,IDC,K,11,134.79,,,,,,,,,,,,,,,,,,,,,
481,K12,Eddy Pineiro,IDC,K,12,129.26,,,,,,,,,,,,,,,,,,,,,
482,K13,Greg Zuerlein,IDC,K,13,135.02,,,,,,,,,,,,,,,,,,,,,
483,K14,Cairo Santos,IDC,K,14,139.36,,,,,,,,,,,,,,,,,,,,,
484,K15,Brandon McManus,IDC,K,15,137.86,,,,,,,,,,,,,,,,,,,,,
485,K16,Jake Moody,IDC,K,16,134.63,,,,,,,,,,,,,,,,,,,,,
486,K17,Cameron Dicker,IDC,K,17,141.07,,,,,,,,,,,,,,,,,,,,,
487,K18,Riley Patterson,IDC,K,18,137.51,,,,,,,,,,,,,,,,,,,,,
488,K19,Greg Joseph,IDC,K,19,136.08,,,,,,,,,,,,,,,,,,,,,
489,K20,Jason Sanders,IDC,K,20,133.74,,,,,,,,,,,,,,,,,,,,,
490,K21,Chris Boswell,IDC,K,21,130.57,,,,,,,,,,,,,,,,,,,,,
491,K22,Matt Prater,IDC,K,22,127.49,,,,,,,,,,,,,,,,,,,,,
492,K23,Cade York,IDC,K,23,130.43,,,,,,,,,,,,,,,,,,,,,
493,K24,Ka'imi Fairbairn,IDC,K,24,127.28,,,,,,,,,,,,,,,,,,,,,
494,K25,Wil Lutz,IDC,K,25,126.01,,,,,,,,,,,,,,,,,,,,,
495,K26,Anders Carlson,IDC,K,26,121.64,,,,,,,,,,,,,,,,,,,,,
496,K27,Chad Ryland,IDC,K,27,122.83,,,,,,,,,,,,,,,,,,,,,
497,K28,Chase McLaughlin,IDC,K,28,119.93,,,,,,,,,,,,,,,,,,,,,
498,K29,Joey Slye,IDC,K,29,117.06,,,,,,,,,,,,,,,,,,,,,
499,K30,Brandon Aubrey,IDC,K,30,131.92,,,,,,,,,,,,,,,,,,,,,
500,K31,Caleb Shudak,IDC,K,31,122.68,,,,,,,,,,,,,,,,,,,,,
501,K32,Tanner Brown,IDC,K,32,122.48,,,,,,,,,,,,,,,,,,,,,
